title,proposer,postedDate,status,admin,closedDate,lifespan,comments,dynasty
"Offensive Options","Purplebeard","30 May  2011 08:17:46","Enacted","Purplebeard","01 Jun 2011  02:18:47",42,12,91
"Last Resort","Purplebeard","30 May  2011 08:59:48","Enacted","Purplebeard","01 Jun 2011  02:20:49",41,9,91
"Please keep off the grass.","Ely","30 May  2011 10:28:33","Enacted","Purplebeard","01 Jun 2011  02:22:34",39,12,91
"Clarity in the kaos lines.","Ely","31 May  2011 18:10:01","Failed","Purplebeard","01 Jun 2011  02:24:02",8,6,91
"More Zombies","aguydude","01 Jun  2011 02:39:35","Failed","Yoda","02 Jun 2011  19:40:36",41,9,91
"Ownership of Zombies","Yoda","01 Jun  2011 03:46:39","Enacted","Yoda","02 Jun 2011  19:53:40",40,8,91
"They have a mind of their own.","Yoda","01 Jun  2011 04:03:07","Enacted","Yoda","02 Jun 2011  19:59:09",39,9,91
"Pimp My Shed","Purplebeard","01 Jun  2011 11:08:45","Enacted","Yoda","02 Jun 2011  20:01:46",32,9,91
"Infection","Purplebeard","01 Jun  2011 13:02:50","Failed","Yoda","03 Jun 2011  07:39:51",42,7,91
"Sun, Sunflowers, and Harvest","Doctor29","01 Jun  2011 16:13:03","Failed","Yoda","03 Jun 2011  07:41:04",39,9,91
"E-Man and the Master of the Plantiverse!","mideg","03 Jun  2011 18:27:30","Enacted","Yoda","05 Jun 2011  13:34:31",43,18,91
"Count â€˜em up","Yoda","03 Jun  2011 20:09:29","Enacted","Yoda","05 Jun 2011  13:37:30",41,15,91
"Zombie Movements","Yoda","03 Jun  2011 20:38:51","Enacted","Yoda","05 Jun 2011  13:41:52",41,15,91
"Clearing things up","Winner","03 Jun  2011 22:14:29","Failed","Yoda","05 Jun 2011  13:42:30",39,12,91
"E shall not pass.","Ely","04 Jun  2011 11:34:49","Failed","Yoda","06 Jun 2011  11:41:50",48,17,91
"Wake up the Dead","Ely","04 Jun  2011 11:51:48","Enacted","Yoda","06 Jun 2011  11:45:49",47,13,91
"Intensive Incentive","mideg","04 Jun  2011 19:06:18","Failed","Yoda","06 Jun 2011  11:46:19",40,7,91
"No Zombie Abuse","aguydude","04 Jun  2011 20:21:02","Failed","Yoda","06 Jun 2011  18:35:04",46,15,91
"A few fixes","Yoda","05 Jun  2011 21:07:04","Enacted","Yoda","06 Jun 2011  18:41:06",21,11,91
"Weeds are not Juicy","aguydude","05 Jun  2011 23:26:30","Failed","Yoda","06 Jun 2011  18:41:31",19,5,91
"E shall be dead, long live e!","mideg","06 Jun  2011 09:32:09","Failed","Yoda","07 Jun 2011  18:49:11",33,14,91
"Stealinâ€™ your woods","Bucky","06 Jun  2011 17:56:06","Failed","Yoda","08 Jun 2011  12:33:07",42,15,91
"Slower progression","Bucky","06 Jun  2011 18:29:46","Enacted","Yoda","08 Jun 2011  12:38:47",42,9,91
"Point goal","Doctor29","06 Jun  2011 21:54:03","Failed","Yoda","08 Jun 2011  12:40:04",38,12,91
"The shadows are deepening","mideg","06 Jun  2011 22:00:31","Failed","Yoda","08 Jun 2011  12:56:32",38,17,91
"Multiple Zombies per Square","Yoda","07 Jun  2011 01:42:52","Enacted","Yoda","08 Jun 2011  20:39:53",42,6,91
"Rebalancing the Crops","Yoda","07 Jun  2011 01:50:48","Enacted","Yoda","08 Jun 2011  20:42:49",42,9,91
"Elyâ€™s lonely Quest against a Point System","Ely","07 Jun  2011 06:28:11","Vetoed","Yoda","08 Jun 2011  20:43:12",38,12,91
"Oversleeping Dead","Ely","07 Jun  2011 07:07:59","Enacted","Purplebeard","09 Jun 2011  00:35:00",41,8,91
"Thriller","Purplebeard","07 Jun  2011 07:34:02","Enacted","Purplebeard","09 Jun 2011  00:40:03",41,14,91
"Midnight Toker","Purplebeard","08 Jun  2011 08:20:04","Failed","Purplebeard","09 Jun 2011  00:43:05",16,9,91
"I shall achieve victory! XP ...perhaps â€œmightâ€ is more appropriated.","Ely","09 Jun  2011 06:40:45","Failed","Yoda","09 Jun 2011  14:16:46",7,3,91
"War On Weed","Purplebeard","09 Jun  2011 07:43:05","Enacted","Purplebeard","11 Jun 2011  02:20:06",42,7,91
"I shall anyway achieve victory, no matter what! :P Now with more ketchup.","Ely","09 Jun  2011 09:22:41","Failed","Purplebeard","11 Jun 2011  02:27:42",41,11,91
"Psychic Zombie","aguydude","10 Jun  2011 05:36:19","Enacted","Purplebeard","11 Jun 2011  02:28:20",20,7,91
"Simpler Victory Condition","Purplebeard","10 Jun  2011 08:05:26","Failed","Purplebeard","11 Jun 2011  02:30:27",18,9,91
"New seed: Fennel","ais523","10 Jun  2011 21:26:13","Failed","Yoda","12 Jun 2011  16:14:14",42,12,91
"Landlordâ€™s prerogative","aguydude","10 Jun  2011 23:49:47","Failed","Yoda","12 Jun 2011  16:14:48",40,3,91
"Does my breath smell?","Yoda","11 Jun  2011 01:43:16","Enacted","Yoda","13 Jun 2011  07:59:17",54,10,91
"Sun-scorched","Bucky","11 Jun  2011 18:07:24","Enacted","Yoda","13 Jun 2011  08:01:25",37,8,91
"Hecatomb","Bucky","11 Jun  2011 18:20:01","Failed","Yoda","13 Jun 2011  13:39:02",43,14,91
"Sundew Plant","aguydude","12 Jun  2011 20:51:57","Failed","Purplebeard","14 Jun 2011  00:42:58",27,9,91
"The Victory Condition II.b","Ely","13 Jun  2011 12:24:22","Failed","Purplebeard","15 Jun 2011  06:58:23",42,15,91
"Yet Another Victory Condition","aguydude","14 Jun  2011 00:16:39","Enacted","?","16 Jun 2011  00:56:40",48,15,91
"Red Tape","Purplebeard","14 Jun  2011 08:24:34","Enacted","Purplebeard","16 Jun 2011  01:01:35",40,11,91
"Stop And Smell The Roses","Purplebeard","14 Jun  2011 10:22:04","Enacted","Purplebeard","16 Jun 2011  01:03:05",38,12,91
"The League of True Botanists","Florw","14 Jun  2011 16:47:32","Failed","Purplebeard","16 Jun 2011  01:05:33",32,17,91
"The Victory Condition III: you canâ€™t never get enough!","Ely","14 Jun  2011 18:18:52","Failed","Yoda","16 Jun 2011  12:19:53",42,19,91
"Sundew #2","aguydude","16 Jun  2011 23:49:15","Vetoed","Yoda","18 Jun 2011  12:45:16",36,12,91
"Core Rule: Landlord power cleanup","aguydude","16 Jun  2011 23:56:42","Failed","Yoda","18 Jun 2011  12:45:43",36,13,91
"Give meaning to defeat","mideg","17 Jun  2011 04:46:06","Failed","Yoda","18 Jun 2011  12:46:07",32,10,91
"They served their purpose.","Yoda","17 Jun  2011 05:01:45","Enacted","Yoda","18 Jun 2011  12:47:46",31,11,91
"Zombie Murderers","Bucky","17 Jun  2011 17:16:15","Failed","Yoda","18 Jun 2011  12:48:16",19,8,91
"Too many names to come up with.","Yoda","18 Jun  2011 02:55:44","Enacted","Yoda","18 Jun 2011  12:49:45",9,8,91
"Fast but fragile","Yoda","18 Jun  2011 20:10:18","Failed","Purplebeard","20 Jun 2011  04:41:19",32,13,91
"Teaming up","Yoda","18 Jun  2011 20:33:39","Failed","Yoda","20 Jun 2011  08:48:40",36,19,91
"Letâ€™s swing the broom!","mideg","18 Jun  2011 23:36:24","Enacted","Yoda","20 Jun 2011  08:56:25",33,8,91
"Letâ€™s Get This Over With","scshunt","18 Jun  2011 23:53:08","Failed","Yoda","20 Jun 2011  12:24:09",36,21,91
"Boss Zombies","aguydude","20 Jun  2011 04:10:57","Enacted","Yoda","21 Jun 2011  19:43:58",39,10,91
"Fences for the Dead?","mideg","20 Jun  2011 05:52:14","Enacted","Yoda","21 Jun 2011  19:46:15",37,17,91
"Mamma Zombieâ€™s Juice Restaurant","Ely","20 Jun  2011 10:58:35","Vetoed","Yoda","21 Jun 2011  19:47:36",32,8,91
"Anti-grinding mechanism","Yoda","20 Jun  2011 18:34:11","Enacted","Purplebeard","23 Jun 2011  00:35:12",54,16,91
"Shade was made for crops, not crops for the shade.","Yoda","20 Jun  2011 19:29:52","Enacted","Purplebeard","23 Jun 2011  00:38:53",53,8,91
"Fair Warning","Bucky","21 Jun  2011 04:27:41","Enacted","Purplebeard","23 Jun 2011  00:40:42",44,8,91
"You Are Here","Purplebeard","21 Jun  2011 07:53:43","Failed","Purplebeard","23 Jun 2011  01:15:44",41,18,91
"Housekeeping","Winner","21 Jun  2011 20:08:25","Enacted","Purplebeard","23 Jun 2011  01:16:26",29,13,91
"Adjusting Defeats","aguydude","22 Jun  2011 00:23:18","Failed","Purplebeard","23 Jun 2011  01:18:19",24,11,91
"Isnâ€™t this advertising?","mideg","22 Jun  2011 08:35:29","Failed","Purplebeard","24 Jun 2011  01:10:30",40,18,91
"The Annual Farmersâ€™ Market","Purplebeard","23 Jun  2011 08:20:38","Failed","?","25 Jun 2011  13:40:39",53,11,91
"Buying a Defeat","aguydude","23 Jun  2011 22:45:05","Failed","?","25 Jun 2011  13:41:06",38,8,91
"Frankenstein Complex","Purplebeard","24 Jun  2011 08:44:49","Enacted","?","25 Jun 2011  13:42:50",28,10,91
"Bombie 2.0","mideg","24 Jun  2011 08:48:23","Enacted","?","25 Jun 2011  13:45:24",28,10,91
"Subrules are undefined and this IS a proposal.","mideg","24 Jun  2011 11:20:59","Failed","?","25 Jun 2011  21:30:00",34,18,91
"Simplification and Rebalancing","Yoda","24 Jun  2011 16:04:43","Enacted","?","25 Jun 2011  21:30:44",29,13,91
"Weâ€™re Tracking Empty Space","Bucky","24 Jun  2011 16:57:41","Enacted","?","25 Jun 2011  21:34:42",28,17,91
"Prize Winning Tomatoes","Yoda","24 Jun  2011 20:41:25","Failed","?","25 Jun 2011  21:34:26",24,6,91
"Corny Proposal","aguydude","24 Jun  2011 22:34:32","Enacted","?","25 Jun 2011  21:36:33",23,6,91
"Cross-dynasty cleanup","scshunt","25 Jun  2011 09:19:14","Enacted","?","25 Jun 2011  21:37:15",12,7,91
"Move on, nothing to see here, move on, folks!","mideg","26 Jun  2011 07:45:13","Enacted","Bucky","27 Jun 2011  07:23:14",23,16,91
"Thematic Shift","Yoda","26 Jun  2011 14:24:35","Failed","Bucky","27 Jun 2011  07:22:36",16,9,91
"Invulnerability loophole","Bucky","26 Jun  2011 18:26:22","Enacted","Bucky","27 Jun 2011  07:28:23",13,8,91
"Offensive Incentive","Bucky","26 Jun  2011 18:32:22","Failed","Bucky","27 Jun 2011  08:32:23",14,13,91
"Hard As Rock","Purplebeard","27 Jun  2011 07:36:02","Enacted","?","27 Jun 2011  23:10:03",15,13,91
"We need to escape!","SingularByte","27 Jun  2011 08:51:38","Failed","?","27 Jun 2011  23:10:39",14,8,91
"Letâ€™s kick this up a notch","Yoda","27 Jun  2011 15:11:51","Failed","?","29 Jun 2011  08:56:52",41,12,91
"Prize Winning Tomatoes, Take 2","Yoda","27 Jun  2011 15:15:40","Failed","?","29 Jun 2011  08:56:41",41,10,91
"Offensive Incentive, now more difficult","Bucky","27 Jun  2011 15:32:18","Enacted","?","29 Jun 2011  09:01:20",41,7,91
"Woodnâ€™t be fair","Bucky","27 Jun  2011 15:48:23","Failed","?","29 Jun 2011  09:01:24",41,12,91
"Advantage to the Attacker","aguydude","27 Jun  2011 23:30:18","Failed","?","29 Jun 2011  09:00:19",33,8,91
"Union Rules","Purplebeard","28 Jun  2011 07:44:57","Enacted","Purplebeard","30 Jun 2011  00:57:58",41,21,91
"Buy one get one free","Bucky","29 Jun  2011 16:01:17","Failed","Ienpw III","01 Jul 2011  09:07:18",41,10,91
"The Best Defense is a Good Offense","aguydude","29 Jun  2011 23:16:12","Enacted","?","01 Jul 2011  13:16:13",38,7,91
"Refund","scshunt","30 Jun  2011 04:28:01","Failed","?","01 Jul 2011  13:16:02",32,8,91
"The Unstoppable Force meets the Immovable Object","Yoda","30 Jun  2011 04:46:59","Failed","?","01 Jul 2011  17:16:00",36,11,91
"Capture The Flag","Purplebeard","30 Jun  2011 08:02:32","Failed","?","01 Jul 2011  17:14:33",33,11,91
"A thin anti-sockpuppet coating.","Bucky","30 Jun  2011 17:41:57","Failed","?","01 Jul 2011  17:14:59",23,10,91
"This is ridiculous","Yoda","30 Jun  2011 20:45:50","Enacted","Bucky","01 Jul 2011  17:15:51",20,36,91
"A Time for Change","aguydude","30 Jun  2011 23:29:53","Enacted","?","01 Jul 2011  17:15:54",17,12,91
"Schub, we need more schub!","mideg","01 Jul  2011 19:29:10","Vetoed","Bucky","02 Jul 2011  14:37:12",19,11,91
"Overflow!","Bucky","01 Jul  2011 23:34:44","Vetoed","Bucky","02 Jul 2011  14:37:45",15,6,91
"Hiatus Proposal Timeout","redtara","02 Jul  2011 01:23:56","Failed","Bucky","03 Jul 2011  10:50:57",33,14,92
"Setting the Setting","Bucky","02 Jul  2011 21:48:48","Enacted","Bucky","03 Jul 2011  19:14:49",21,11,92
"Trying again: Removing Extraneous Veto/Deferential","aguydude","03 Jul  2011 04:16:25","Failed","?","03 Jul 2011  23:51:26",19,14,92
"Action!","Bucky","03 Jul  2011 17:43:42","Enacted","Kevan","04 Jul 2011  09:48:43",16,10,92
"The Arena (extended)","Doctor29","03 Jul  2011 23:07:18","Failed","Kevan","04 Jul 2011  11:11:19",12,15,92
"Iconoclasty","Kevan","04 Jul  2011 10:53:41","Enacted","Purplebeard","05 Jul 2011  02:59:42",16,20,92
"Motive to Kill Each Other","Bucky","04 Jul  2011 15:16:46","Enacted","Purplebeard","05 Jul 2011  03:04:47",11,12,92
"Sticking Time Bomb","Kevan","04 Jul  2011 18:06:53","Failed","?","05 Jul 2011  09:57:54",15,17,92
"Public Icons","aguydude","04 Jul  2011 23:40:44","Enacted","Yoda","05 Jul 2011  10:43:45",11,13,92
"The Admirable Ackbar","Josh","05 Jul  2011 07:52:26","Failed","Yoda","05 Jul 2011  10:47:27",2,17,92
"Comments should not be defined in the glossary","ais523","05 Jul  2011 11:24:27","Enacted","?","05 Jul 2011  13:42:28",2,13,92
"This deserves to be saved","Bucky","05 Jul  2011 14:58:10","Enacted","?","05 Jul 2011  13:43:11",1,11,92
"Victory Conditions","Prince Anduril","05 Jul  2011 16:29:19","Vetoed","?","05 Jul 2011  13:43:20",2,6,92
"More flexibility!","Blacky","05 Jul  2011 17:53:13","Failed","Kevan","06 Jul 2011  01:19:14",7,14,92
"No Invisibility Cloaks!","Doctor29","05 Jul  2011 18:08:45","Enacted","Kevan","06 Jul 2011  05:17:46",11,19,92
"Chicken and a fix!","Blacky","05 Jul  2011 19:45:07","Failed","Kevan","07 Jul 2011  01:35:08",29,26,92
"Wiping the Floor","Kevan","06 Jul  2011 08:24:07","Enacted","Kevan","07 Jul 2011  01:36:08",17,17,92
"Stand Here","Kevan","06 Jul  2011 10:30:03","Enacted","Kevan","07 Jul 2011  01:52:04",15,16,92
"Iconic Cleanup","aguydude","06 Jul  2011 22:45:55","Failed","Kevan","07 Jul 2011  05:06:56",6,11,92
"Iâ€™m fine, reallyâ€¦ *twitch twitch*","Yoda","07 Jul  2011 01:51:52","Failed","Yoda","07 Jul 2011  07:47:53",5,14,92
"Minimum and maximum respawn times","Bucky","07 Jul  2011 05:05:15","Failed","?","07 Jul 2011  22:19:17",17,10,92
"Scam Fix","aguydude","07 Jul  2011 05:47:50","Failed","?","08 Jul 2011  01:21:51",19,12,92
"Bzzzzzt","Kevan","07 Jul  2011 08:57:22","Enacted","?","08 Jul 2011  23:40:23",38,11,92
"Itâ€™s a donut!","mideg","07 Jul  2011 10:59:58","Failed","?","08 Jul 2011  23:40:59",36,8,92
"Iâ€™m in a set, now Iâ€™m set!","mideg","07 Jul  2011 13:49:11","Failed","?","08 Jul 2011  23:41:12",33,17,92
"These deserve to be saved too","Yoda","07 Jul  2011 14:19:25","Failed","?","08 Jul 2011  23:41:26",33,3,92
"The Cling and the Boom","Bucky","07 Jul  2011 14:28:22","Failed","?","08 Jul 2011  23:44:23",33,11,92
"These deserve to be saved tooâ€¦ this time without copy paste fail.","Yoda","07 Jul  2011 14:57:42","Enacted","?","08 Jul 2011  23:45:43",32,12,92
"Pool Cue","Kevan","07 Jul  2011 16:26:59","Enacted","?","08 Jul 2011  23:46:00",31,15,92
"new entry to the glossary","scshunt","07 Jul  2011 17:04:09","Failed","?","08 Jul 2011  23:46:10",30,13,92
"[Broadcast]:Turn 1","Bucky","08 Jul  2011 01:56:42","Illegal","Bucky","07 Jul 2011  20:05:43",5,1,92
"Better failure mode","scshunt","09 Jul  2011 06:50:44","Enacted","?","09 Jul 2011  22:52:45",16,12,92
"y u no acid","scshunt","09 Jul  2011 07:03:41","Enacted","?","10 Jul 2011  01:54:42",18,14,92
"Team effort","Josh","09 Jul  2011 10:57:46","Failed","?","09 Jul 2011  22:57:47",12,13,92
"Action and Abstraction","Kevan","09 Jul  2011 14:39:50","Enacted","Kevan","10 Jul 2011  09:15:51",18,13,92
"Body Count","Kevan","09 Jul  2011 14:47:13","Enacted","Kevan","10 Jul 2011  09:20:15",18,11,92
"Simplifying","Yoda","09 Jul  2011 17:45:27","Failed","Kevan","10 Jul 2011  09:21:28",15,11,92
"All I need is a meaningless proposal.","Ely","09 Jul  2011 22:36:45","Enacted","Kevan","10 Jul 2011  09:47:46",11,19,92
"Simplification, Take 2","Yoda","10 Jul  2011 16:44:01","Enacted","Kevan","11 Jul 2011  01:15:02",8,14,92
"Dying? I donâ€™t care!","mideg","10 Jul  2011 16:49:25","Failed","Kevan","11 Jul 2011  06:22:26",13,9,92
"More Randomizing Traps","Yoda","10 Jul  2011 16:52:12","Failed","Kevan","11 Jul 2011  08:09:13",15,12,92
"Time to Crate","Kevan","10 Jul  2011 19:20:35","Enacted","Kevan","11 Jul 2011  08:09:36",12,12,92
"Explosive Vest","aguydude","11 Jul  2011 01:12:56","Failed","?","13 Jul 2011  00:00:57",46,18,92
"A different type of teamwork","Josh","11 Jul  2011 07:39:10","Enacted","Kevan","13 Jul 2011  02:17:11",42,12,92
"Keywords","Josh","11 Jul  2011 12:15:35","Enacted","Josh","13 Jul 2011  07:20:36",43,12,92
"A faster pace?","Ely","11 Jul  2011 15:56:09","Failed","Josh","13 Jul 2011  07:22:10",39,17,92
"Keeping track!","Blacky","11 Jul  2011 18:42:34","Failed","Josh","13 Jul 2011  23:18:35",52,20,92
"Actions are no good, letâ€™s move onâ€¦","Blacky","11 Jul  2011 19:18:01","Failed","Josh","13 Jul 2011  23:19:02",52,13,92
"Black Stars","Prince Anduril","12 Jul  2011 16:01:35","Failed","Josh","13 Jul 2011  23:19:36",31,14,92
"Explosive Vest Version 2","aguydude","12 Jul  2011 22:53:02","Failed","Josh","13 Jul 2011  23:20:03",24,22,92
"Sticky Situations","Bucky","12 Jul  2011 23:40:25","Enacted","Josh","15 Jul 2011  01:30:26",49,17,92
"Explosive Vest Version 3","Prince Anduril","13 Jul  2011 15:43:23","Illegal","?","14 Jul 2011  00:30:24",8,5,92
"Come here so I can stab you","Bucky","13 Jul  2011 16:11:01","Failed","Josh","16 Jul 2011  02:18:02",58,17,92
"Fill my Cup.","Ely","14 Jul  2011 15:44:31","Failed","Josh","16 Jul 2011  02:18:32",34,18,92
"May the best gladiator win!","Yoda","14 Jul  2011 17:46:03","Enacted","Josh","16 Jul 2011  02:19:04",32,16,92
"Fixing the Stickybomb machine","Yoda","14 Jul  2011 17:54:00","Failed","Yoda","17 Jul 2011  02:20:01",56,17,92
"How much wood would a wood chuck chuck?","mideg","14 Jul  2011 21:36:49","Failed","Kevan","17 Jul 2011  02:21:50",52,13,92
"Toxic dumping","Josh","15 Jul  2011 07:35:00","Enacted","?","17 Jul 2011  13:24:01",53,17,92
"Tough Shove","aguydude","15 Jul  2011 08:59:07","Enacted","?","17 Jul 2011  14:35:09",53,14,92
"Main Action Cleanup","aguydude","15 Jul  2011 09:48:54","Enacted","?","17 Jul 2011  14:34:55",52,10,92
"If a wood chuck could chuck wood","mideg","15 Jul  2011 10:23:19","Enacted","?","17 Jul 2011  14:35:20",52,12,92
"the proposal should actually be a proposal","scshunt","16 Jul  2011 09:03:27","Failed","?","17 Jul 2011  19:34:28",34,14,92
"Push you away","Bucky","17 Jul  2011 20:12:48","Enacted","?","18 Jul 2011  22:10:49",25,9,92
"This shouldnâ€™t be an issue butâ€¦","Bucky","18 Jul  2011 02:24:11","Failed","?","18 Jul 2011  22:11:12",19,8,92
"Tic tac tic tac ...","mideg","18 Jul  2011 07:10:31","Failed","Kevan","20 Jul 2011  01:18:32",42,11,92
"nowaproposaltooundelayundelayaribaariba","scshunt","19 Jul  2011 06:30:01","Failed","Kevan","20 Jul 2011  01:19:02",18,7,92
"Acid Drain","Kevan","19 Jul  2011 08:21:39","Enacted","Kevan","21 Jul 2011  01:22:40",41,10,92
"Electronic Line Judge","Kevan","19 Jul  2011 17:25:22","Enacted","Josh","22 Jul 2011  00:39:23",55,7,92
"Crunch time","Josh","20 Jul  2011 11:10:57","Failed","Josh","22 Jul 2011  04:41:58",41,8,92
"The Dark Project","Josh","20 Jul  2011 17:22:48","Failed","Kevan","22 Jul 2011  09:32:49",40,8,92
"Fweeep","Kevan","21 Jul  2011 13:21:05","Enacted","Kevan","22 Jul 2011  09:33:06",20,6,92
"Fresh Meat","Kevan","22 Jul  2011 16:11:15","Failed","Kevan","23 Jul 2011  12:00:16",19,5,92
"Shorter Fuse","Bucky","22 Jul  2011 17:37:51","Enacted","?","24 Jul 2011  14:29:52",44,7,92
"Kill the Leader","Bucky","23 Jul  2011 19:06:19","Enacted","?","24 Jul 2011  14:38:20",19,10,92
"Weapon Revamp","Bucky","23 Jul  2011 19:12:46","Illegal","?","23 Jul 2011  12:18:47",6,0,92
"to aid an announcer","scshunt","23 Jul  2011 19:35:02","Enacted","Kevan","25 Jul 2011  08:27:03",36,10,92
"Scam blocking","Josh","23 Jul  2011 21:29:33","Enacted","Kevan","25 Jul 2011  08:27:34",34,7,92
"My Cup of tea.","Ely","24 Jul  2011 11:30:38","Enacted","Kevan","26 Jul 2011  07:42:39",44,8,92
